Vernier Format 2
p3.txt 10/12/2025 10:21:54
Run 1
Time	Potential	EKG	
0.465	-0.029	-0.050	
0.470	0.064	-0.051	
0.475	-0.140	-0.045	
0.480	-0.061	-0.046	
0.485	0.146	-0.043	
0.490	-0.120	-0.029	
0.495	-0.142	-0.028	
0.500	0.148	-0.034	
0.505	-0.029	-0.025	
0.510	-0.185	-0.020	
0.515	0.032	-0.031	
0.520	0.087	-0.032	
0.525	-0.180	-0.026	
0.530	-0.084	-0.034	
0.535	0.165	-0.041	
0.540	-0.105	-0.030	
0.545	-0.127	-0.027	
0.550	0.161	-0.030	
0.555	0.024	-0.015	
0.560	-0.154	-0.003	
0.565	0.012	-0.009	
0.570	0.050	-0.014	
0.575	-0.153	-0.015	
0.580	-0.058	-0.028	
0.585	0.140	-0.035	
0.590	-0.108	-0.026	
0.595	-0.148	-0.028	
0.600	0.079	-0.038	
0.605	-0.044	-0.038	
0.610	-0.163	-0.039	
0.615	0.024	-0.048	
0.620	0.078	-0.045	
0.625	-0.156	-0.035	
0.630	-0.081	-0.037	
0.635	0.178	-0.038	
0.640	-0.056	-0.022	
0.645	-0.098	-0.011	
0.650	0.174	-0.007	
0.655	0.000	0.007	
0.660	-0.171	0.013	
0.665	0.037	-0.000	
0.670	0.145	-0.005	
0.675	-0.111	0.004	
0.680	-0.038	0.002	
0.685	0.212	0.002	
0.690	-0.064	0.016	
0.695	-0.087	0.020	
0.700	0.206	0.017	
0.705	0.079	0.031	
0.710	-0.113	0.044	
0.715	0.140	0.041	
0.720	0.201	0.050	
0.725	-0.093	0.065	
0.730	-0.024	0.061	
0.735	0.224	0.051	
0.740	-0.066	0.053	
0.745	-0.120	0.043	
0.750	0.116	0.022	
0.755	-0.061	0.009	
0.760	-0.207	-0.008	
0.765	-0.027	-0.039	
0.770	0.038	-0.057	
0.775	-0.188	-0.062	
0.780	-0.134	-0.074	
0.785	0.056	-0.085	
0.790	-0.151	-0.083	
0.795	-0.168	-0.086	
0.800	0.081	-0.090	
0.805	-0.056	-0.078	
0.810	-0.213	-0.069	
0.815	-0.073	-0.078	
0.820	0.011	-0.084	
0.825	-0.146	-0.080	
0.830	0.055	-0.074	
0.835	0.418	-0.040	
0.840	0.280	0.038	
0.845	0.319	0.129	
0.850	0.681	0.224	
0.855	0.466	0.328	
0.860	0.128	0.400	
0.865	0.255	0.406	
0.870	0.187	0.372	
0.875	-0.134	0.310	
0.880	-0.069	0.215	
0.885	0.114	0.121	
0.890	-0.154	0.053	
0.895	-0.217	-0.009	
0.900	-0.012	-0.066	
0.905	-0.114	-0.098	
0.910	-0.233	-0.117	
0.915	-0.072	-0.136	
0.920	-0.053	-0.139	
0.925	-0.242	-0.135	
0.930	-0.134	-0.139	
0.935	0.105	-0.134	
0.940	-0.127	-0.109	
0.945	-0.172	-0.092	
0.950	0.061	-0.085	
0.955	-0.084	-0.072	
0.960	-0.227	-0.068	
0.965	-0.027	-0.080	
0.970	0.017	-0.083	
0.975	-0.191	-0.078	
0.980	-0.105	-0.082	
0.985	0.105	-0.083	
0.990	-0.107	-0.068	
0.995	-0.096	-0.058	
1.000	0.175	-0.048	
1.005	-0.008	-0.023	
1.010	-0.168	-0.006	
1.015	0.068	-0.010	
1.020	0.154	-0.004	
1.025	-0.124	0.011	
1.030	0.008	0.013	
1.035	0.256	0.018	
1.040	-0.024	0.040	
1.045	-0.040	0.051	
1.050	0.291	0.056	
1.055	0.091	0.077	
1.060	-0.139	0.089	
1.065	0.090	0.074	
1.070	0.192	0.063	
1.075	-0.046	0.066	
1.080	0.093	0.065	
1.085	0.303	0.072	
1.090	0.003	0.095	
1.095	-0.038	0.101	
1.100	0.244	0.093	
1.105	0.053	0.096	
1.110	-0.140	0.089	
1.115	0.029	0.060	
1.120	0.009	0.031	
1.125	-0.210	0.004	
1.130	-0.139	-0.036	
1.135	0.004	-0.071	
1.140	-0.212	-0.091	
1.145	-0.273	-0.116	
1.150	-0.047	-0.144	
1.155	-0.149	-0.155	
1.160	-0.294	-0.161	
1.165	-0.153	-0.176	
1.170	-0.131	-0.184	
1.175	-0.299	-0.187	
1.180	-0.227	-0.198	
1.185	-0.085	-0.206	
1.190	-0.235	-0.201	
1.195	-0.259	-0.199	
1.200	-0.061	-0.199	
1.205	-0.131	-0.186	
1.210	-0.249	-0.171	
1.215	-0.076	-0.165	
1.220	-0.026	-0.151	
1.225	-0.218	-0.133	
1.230	-0.136	-0.127	
1.235	0.030	-0.121	
1.240	-0.142	-0.106	
1.245	-0.162	-0.099	
1.250	0.085	-0.094	
1.255	-0.037	-0.076	
1.260	-0.172	-0.060	
1.265	-0.018	-0.060	
1.270	0.014	-0.058	
1.275	-0.180	-0.054	
1.280	-0.108	-0.063	
1.285	0.065	-0.071	
1.290	-0.142	-0.068	
1.295	-0.157	-0.071	
1.300	0.056	-0.078	
1.305	-0.073	-0.072	
1.310	-0.195	-0.069	
1.315	-0.015	-0.077	
1.320	0.027	-0.076	
1.325	-0.194	-0.068	
1.330	-0.085	-0.073	
1.335	0.169	-0.070	
1.340	-0.089	-0.049	
1.345	-0.140	-0.036	
1.350	0.126	-0.034	
1.355	0.000	-0.022	
1.360	-0.148	-0.013	
1.365	0.061	-0.017	
1.370	0.072	-0.014	
1.375	-0.195	-0.009	
1.380	-0.136	-0.026	
1.385	0.070	-0.048	
1.390	-0.139	-0.056	
1.395	-0.162	-0.067	
1.400	0.097	-0.077	
1.405	-0.040	-0.067	
1.410	-0.180	-0.058	
1.415	0.037	-0.059	
1.420	0.111	-0.049	
1.425	-0.157	-0.030	
1.430	-0.061	-0.027	
1.435	0.172	-0.026	
1.440	-0.066	-0.010	
1.445	-0.104	-0.004	
1.450	0.155	-0.005	
1.455	-0.012	0.004	
1.460	-0.163	0.006	
1.465	-0.006	-0.010	
1.470	0.038	-0.022	
1.475	-0.169	-0.029	
1.480	-0.078	-0.044	
1.485	0.120	-0.053	
1.490	-0.130	-0.046	
1.495	-0.139	-0.047	
1.500	0.140	-0.051	
1.505	0.003	-0.037	
1.510	-0.153	-0.024	
1.515	0.076	-0.023	
1.520	0.143	-0.012	
1.525	-0.096	0.008	
1.530	0.070	0.017	
1.535	0.300	0.035	
1.540	0.012	0.068	
1.545	-0.021	0.086	
1.550	0.294	0.091	
1.555	0.084	0.107	
1.560	-0.125	0.110	
1.565	0.094	0.088	
1.570	0.157	0.072	
1.575	-0.117	0.063	
1.580	-0.060	0.041	
1.585	0.070	0.015	
1.590	-0.157	-0.004	
1.595	-0.192	-0.033	
1.600	0.037	-0.064	
1.605	-0.082	-0.077	
1.610	-0.206	-0.085	
1.615	-0.031	-0.097	
1.620	0.015	-0.097	
1.625	-0.183	-0.087	
1.630	-0.092	-0.087	
1.635	0.097	-0.083	
1.640	-0.125	-0.067	
1.645	-0.137	-0.060	
1.650	0.058	-0.061	
1.655	-0.095	-0.056	
1.660	-0.178	-0.057	
1.665	0.143	-0.062	
1.670	0.311	-0.033	
1.675	0.110	0.027	
1.680	0.402	0.095	
1.685	0.756	0.188	
1.690	0.412	0.306	
1.695	0.264	0.393	
1.700	0.437	0.427	
1.705	0.137	0.423	
1.710	-0.108	0.371	
1.715	0.081	0.277	
1.720	0.091	0.187	
1.725	-0.160	0.112	
1.730	-0.098	0.040	
1.735	0.064	-0.016	
1.740	-0.178	-0.048	
1.745	-0.218	-0.078	
1.750	-0.014	-0.108	
1.755	-0.114	-0.119	
1.760	-0.246	-0.125	
1.765	-0.075	-0.136	
1.770	-0.050	-0.137	
1.775	-0.232	-0.131	
1.780	-0.140	-0.134	
1.785	0.053	-0.132	
1.790	-0.142	-0.115	
1.795	-0.168	-0.103	
1.800	0.062	-0.098	
1.805	-0.078	-0.083	
1.810	-0.206	-0.074	
1.815	0.006	-0.078	
1.820	0.059	-0.072	
1.825	-0.166	-0.058	
1.830	-0.052	-0.055	
1.835	0.184	-0.047	
1.840	-0.079	-0.024	
1.845	-0.111	-0.012	
1.850	0.151	-0.011	
1.855	-0.002	0.000	
1.860	-0.145	0.006	
1.865	0.068	-0.003	
1.870	0.149	0.000	
1.875	-0.105	0.014	
1.880	-0.003	0.015	
1.885	0.245	0.019	
1.890	-0.041	0.038	
1.895	-0.067	0.045	
1.900	0.300	0.046	
1.905	0.157	0.069	
1.910	-0.056	0.094	
1.915	0.229	0.101	
1.920	0.311	0.119	
1.925	-0.024	0.144	
1.930	0.064	0.145	
1.935	0.255	0.135	
1.940	-0.049	0.129	
1.945	-0.131	0.104	
1.950	0.085	0.062	
1.955	-0.072	0.028	
1.960	-0.224	-0.007	
1.965	-0.116	-0.052	
1.970	-0.119	-0.091	
1.975	-0.282	-0.123	
1.980	-0.210	-0.157	
1.985	-0.079	-0.181	
1.990	-0.218	-0.186	
1.995	-0.247	-0.190	
2.000	-0.099	-0.194	
2.005	-0.165	-0.188	
2.010	-0.255	-0.182	
2.015	-0.087	-0.181	
2.020	-0.064	-0.169	
2.025	-0.268	-0.155	
2.030	-0.220	-0.157	
2.035	-0.090	-0.166	
2.040	-0.233	-0.169	
2.045	-0.238	-0.176	
2.050	-0.024	-0.181	
2.055	-0.133	-0.169	
2.060	-0.249	-0.157	
2.065	-0.081	-0.155	
2.070	-0.009	-0.145	
2.075	-0.215	-0.127	
2.080	-0.128	-0.122	
2.085	0.084	-0.114	
2.090	-0.143	-0.094	
2.095	-0.175	-0.085	
2.100	0.096	-0.083	
2.105	-0.043	-0.068	
2.110	-0.180	-0.055	
2.115	-0.005	-0.058	
2.120	-0.003	-0.058	
2.125	-0.215	-0.057	
2.130	-0.125	-0.072	
2.135	0.056	-0.085	
2.140	-0.156	-0.083	
2.145	-0.165	-0.087	
2.150	0.101	-0.090	
2.155	-0.035	-0.075	
2.160	-0.169	-0.060	
2.165	0.014	-0.058	
2.170	0.091	-0.049	
2.175	-0.133	-0.032	
2.180	-0.060	-0.029	
2.185	0.160	-0.026	
2.190	-0.117	-0.013	
2.195	-0.140	-0.015	
2.200	0.130	-0.025	
2.205	-0.046	-0.022	
2.210	-0.185	-0.023	
2.215	0.032	-0.037	
2.220	0.064	-0.040	
2.225	-0.159	-0.034	
2.230	-0.072	-0.040	
2.235	0.110	-0.044	
2.240	-0.124	-0.037	
2.245	-0.143	-0.040	
2.250	0.117	-0.047	
2.255	-0.038	-0.040	
2.260	-0.175	-0.035	
2.265	0.047	-0.042	
2.270	0.097	-0.037	
2.275	-0.149	-0.023	
2.280	-0.037	-0.023	
2.285	0.198	-0.020	
2.290	-0.076	-0.002	
2.295	-0.110	0.005	
2.300	0.131	-0.001	
2.305	-0.011	0.003	
2.310	-0.160	0.002	
2.315	0.021	-0.013	
2.320	0.038	-0.022	
2.325	-0.172	-0.025	
2.330	-0.076	-0.040	
2.335	0.110	-0.050	
2.340	-0.119	-0.045	
2.345	-0.140	-0.046	
2.350	0.175	-0.049	
2.355	0.018	-0.030	
2.360	-0.160	-0.013	
2.365	0.096	-0.012	
2.370	0.160	-0.000	
2.375	-0.120	0.019	
2.380	-0.055	0.019	
2.385	0.102	0.009	
2.390	-0.133	0.004	
2.395	-0.139	-0.014	
2.400	0.117	-0.033	
2.405	-0.032	-0.034	
2.410	-0.156	-0.033	
2.415	0.075	-0.038	
2.420	0.085	-0.030	
2.425	-0.166	-0.017	
2.430	-0.089	-0.023	
2.435	0.130	-0.032	
2.440	-0.090	-0.026	
2.445	-0.124	-0.027	
2.450	0.158	-0.030	
2.455	0.012	-0.017	
2.460	-0.149	-0.006	
2.465	0.026	-0.011	
2.470	0.043	-0.014	
2.475	-0.153	-0.015	
2.480	-0.053	-0.027	
2.485	0.151	-0.033	
2.490	-0.104	-0.023	
2.495	-0.117	-0.022	
2.500	0.204	-0.024	
2.505	0.041	-0.005	
2.510	-0.110	0.014	
2.515	0.186	0.020	
2.520	0.158	0.039	
2.525	-0.124	0.059	
2.530	0.000	0.054	
2.535	0.248	0.047	
2.540	-0.024	0.057	
2.545	-0.064	0.057	
2.550	0.195	0.049	
2.555	0.015	0.052	
2.560	-0.154	0.047	
2.565	0.068	0.025	
2.570	0.037	0.011	
2.575	-0.195	-0.001	
2.580	-0.093	-0.027	
2.585	0.097	-0.048	
2.590	-0.145	-0.051	
2.595	-0.172	-0.060	
2.600	0.058	-0.074	
2.605	-0.061	-0.072	
2.610	-0.175	-0.069	
2.615	0.035	-0.072	
2.620	0.059	-0.062	
2.625	-0.185	-0.048	
2.630	-0.104	-0.051	
2.635	0.062	-0.058	
2.640	-0.169	-0.058	
2.645	-0.172	-0.068	
2.650	0.134	-0.078	
2.655	0.110	-0.059	
2.660	0.046	-0.020	
2.665	0.492	0.035	
2.670	0.608	0.131	
2.675	0.331	0.248	
2.680	0.450	0.339	
2.685	0.561	0.404	
2.690	0.111	0.439	
2.695	-0.020	0.410	
2.700	0.204	0.333	
2.705	-0.038	0.250	
2.710	-0.188	0.160	
2.715	0.003	0.068	
2.720	0.012	0.002	
2.725	-0.204	-0.039	
2.730	-0.130	-0.076	
2.735	0.008	-0.102	
2.740	-0.195	-0.110	
2.745	-0.215	-0.121	
2.750	-0.009	-0.133	
2.755	-0.166	-0.133	
2.760	-0.291	-0.138	
2.765	-0.116	-0.155	
2.770	-0.082	-0.162	
2.775	-0.252	-0.161	
2.780	-0.156	-0.164	
2.785	0.014	-0.161	
2.790	-0.163	-0.143	
2.795	-0.168	-0.130	
2.800	0.076	-0.119	
2.805	-0.061	-0.095	
2.810	-0.180	-0.077	
2.815	0.027	-0.071	
2.820	0.107	-0.056	
2.825	-0.101	-0.032	
2.830	0.009	-0.018	
2.835	0.172	-0.004	
2.840	-0.146	0.013	
2.845	-0.186	0.005	
2.850	0.157	-0.016	
2.855	0.035	-0.016	
2.860	-0.145	-0.010	
2.865	0.091	-0.012	
2.870	0.157	-0.002	
2.875	-0.093	0.018	
2.880	0.075	0.026	
2.885	0.280	0.041	
2.890	0.011	0.071	
2.895	-0.027	0.085	
2.900	0.265	0.086	
2.905	0.114	0.100	
2.910	-0.050	0.108	
2.915	0.242	0.104	
2.920	0.218	0.113	
2.925	-0.096	0.124	
2.930	-0.008	0.107	
2.935	0.169	0.081	
2.940	-0.122	0.063	
2.945	-0.168	0.032	
2.950	0.009	-0.010	
2.955	-0.145	-0.043	
2.960	-0.276	-0.076	
2.965	-0.099	-0.116	
2.970	-0.095	-0.140	
2.975	-0.259	-0.151	
2.980	-0.182	-0.166	
2.985	-0.049	-0.173	
2.990	-0.247	-0.169	
2.995	-0.290	-0.174	
3.000	-0.105	-0.188	
3.005	-0.198	-0.192	
3.010	-0.303	-0.196	
3.015	-0.128	-0.204	
3.020	-0.090	-0.201	
3.025	-0.246	-0.188	
3.030	-0.142	-0.180	
3.035	-0.009	-0.168	
3.040	-0.203	-0.148	
3.045	-0.192	-0.138	
3.050	-0.002	-0.135	
3.055	-0.127	-0.124	
3.060	-0.250	-0.119	
3.065	-0.056	-0.126	
3.070	-0.026	-0.124	
3.075	-0.233	-0.116	
3.080	-0.122	-0.119	
3.085	0.085	-0.117	
3.090	-0.137	-0.098	
3.095	-0.168	-0.087	
3.100	0.062	-0.085	
3.105	-0.075	-0.073	
3.110	-0.186	-0.067	
3.115	0.012	-0.071	
3.120	0.041	-0.066	
3.125	-0.172	-0.055	
3.130	-0.075	-0.057	
3.135	0.120	-0.056	
3.140	-0.128	-0.044	
3.145	-0.136	-0.042	
3.150	0.081	-0.049	
3.155	-0.069	-0.045	
3.160	-0.188	-0.046	
3.165	0.017	-0.057	
3.170	0.050	-0.057	
3.175	-0.171	-0.049	
3.180	-0.081	-0.053	
3.185	0.082	-0.057	
3.190	-0.142	-0.051	
3.195	-0.156	-0.055	
3.200	0.116	-0.063	
3.205	-0.049	-0.053	
3.210	-0.165	-0.046	
3.215	0.044	-0.049	
3.220	0.094	-0.041	
3.225	-0.143	-0.025	
3.230	-0.023	-0.023	
3.235	0.177	-0.018	
3.240	-0.110	-0.002	
3.245	-0.137	-0.002	
3.250	0.149	-0.013	
3.255	-0.009	-0.009	
3.260	-0.175	-0.007	
3.265	0.024	-0.020	
3.270	0.033	-0.028	
3.275	-0.200	-0.031	
3.280	-0.089	-0.048	
3.285	0.113	-0.060	
3.290	-0.111	-0.053	
3.295	-0.122	-0.051	
3.300	0.146	-0.050	
3.305	-0.011	-0.033	
3.310	-0.156	-0.020	
3.315	0.085	-0.021	
3.320	0.094	-0.012	
3.325	-0.156	-0.000	
3.330	-0.053	-0.007	
3.335	0.183	-0.013	
3.340	-0.095	-0.003	
3.345	-0.111	-0.003	
3.350	0.134	-0.011	
3.355	-0.041	-0.008	
3.360	-0.169	-0.010	
3.365	0.125	-0.021	
3.370	0.123	-0.013	
3.375	-0.162	0.003	
3.380	-0.066	-0.002	
3.385	0.084	-0.014	
3.390	-0.153	-0.019	
3.395	-0.136	-0.035	
3.400	0.157	-0.049	
3.405	-0.034	-0.040	
3.410	-0.153	-0.031	
3.415	0.064	-0.033	
3.420	0.059	-0.027	
3.425	-0.153	-0.017	
3.430	-0.018	-0.022	
3.435	0.160	-0.021	
3.440	-0.099	-0.008	
3.445	-0.093	-0.006	
3.450	0.178	-0.009	
3.455	-0.009	0.003	
3.460	-0.153	0.009	
3.465	0.052	-0.002	
3.470	0.037	-0.008	
3.475	-0.174	-0.011	
3.480	-0.041	-0.027	
3.485	0.133	-0.036	
3.490	-0.122	-0.029	
3.495	-0.124	-0.031	
3.500	0.169	-0.035	
3.505	-0.017	-0.022	
3.510	-0.136	-0.011	
3.515	0.091	-0.013	
3.520	0.072	-0.006	
3.525	-0.177	0.001	
3.530	-0.050	-0.011	
3.535	0.137	-0.021	
3.540	-0.117	-0.018	
3.545	-0.079	-0.021	
3.550	0.210	-0.021	
3.555	-0.023	-0.003	
3.560	-0.145	0.007	
3.565	0.102	0.001	
3.570	0.157	0.008	
3.575	-0.113	0.024	
3.580	0.000	0.024	
3.585	0.161	0.022	
3.590	-0.108	0.027	
3.595	-0.084	0.018	
3.600	0.207	0.007	
3.605	0.029	0.017	
3.610	-0.107	0.026	
3.615	0.134	0.023	
3.620	0.122	0.031	
3.625	-0.119	0.041	
3.630	0.021	0.034	
3.635	0.174	0.029	
3.640	-0.107	0.033	
3.645	-0.124	0.021	
3.650	0.105	0.000	
3.655	-0.085	-0.010	
3.660	-0.185	-0.025	
3.665	0.000	-0.049	
3.670	0.003	-0.060	
3.675	-0.180	-0.062	
3.680	-0.093	-0.073	
3.685	0.027	-0.080	
3.690	-0.163	-0.078	
3.695	-0.151	-0.084	
3.700	0.064	-0.089	
3.705	-0.120	-0.082	
3.710	-0.223	-0.082	
3.715	0.011	-0.092	
3.720	0.101	-0.085	
3.725	-0.017	-0.057	
3.730	0.315	-0.015	
3.735	0.700	0.069	
3.740	0.486	0.199	
3.745	0.453	0.325	
3.750	0.687	0.422	
3.755	0.299	0.490	
3.760	-0.017	0.492	
3.765	0.218	0.424	
3.770	0.094	0.336	
3.775	-0.197	0.241	
3.780	-0.122	0.130	
3.785	-0.002	0.031	
3.790	-0.180	-0.037	
3.795	-0.194	-0.090	
3.800	-0.032	-0.127	
3.805	-0.182	-0.142	
3.810	-0.270	-0.154	
3.815	-0.084	-0.168	
3.820	-0.104	-0.169	
3.825	-0.273	-0.165	
3.830	-0.145	-0.169	
3.835	0.041	-0.164	
3.840	-0.171	-0.142	
3.845	-0.163	-0.126	
3.850	0.046	-0.116	
3.855	-0.079	-0.097	
3.860	-0.195	-0.083	
3.865	0.020	-0.082	
3.870	-0.017	-0.075	
3.875	-0.194	-0.067	
3.880	-0.070	-0.072	
3.885	0.070	-0.074	
3.890	-0.160	-0.065	
3.895	-0.151	-0.067	
3.900	0.114	-0.072	
3.905	-0.015	-0.058	
3.910	-0.157	-0.044	
3.915	0.050	-0.042	
3.920	0.050	-0.033	
3.925	-0.160	-0.023	
3.930	0.038	-0.025	
3.935	0.230	-0.014	
3.940	-0.046	0.014	
3.945	-0.017	0.031	
3.950	0.277	0.043	
3.955	0.097	0.070	
3.960	-0.058	0.090	
3.965	0.218	0.092	
3.970	0.209	0.103	
3.975	-0.049	0.117	
3.980	0.140	0.113	
3.985	0.306	0.116	
3.990	-0.023	0.129	
3.995	-0.067	0.121	
4.000	0.149	0.094	
4.005	-0.056	0.072	
4.010	-0.183	0.041	
4.015	0.024	-0.001	
4.020	-0.044	-0.029	
4.025	-0.235	-0.051	
4.030	-0.146	-0.083	
4.035	-0.050	-0.110	
4.040	-0.246	-0.126	
4.045	-0.262	-0.148	
4.050	-0.095	-0.171	
4.055	-0.201	-0.181	
4.060	-0.290	-0.189	
4.065	-0.136	-0.200	
4.070	-0.130	-0.201	
4.075	-0.270	-0.194	
4.080	-0.156	-0.194	
4.085	-0.034	-0.186	
4.090	-0.230	-0.169	
4.095	-0.221	-0.162	
4.100	-0.021	-0.161	
4.105	-0.163	-0.150	
4.110	-0.262	-0.146	
4.115	-0.070	-0.151	
4.120	-0.052	-0.147	
4.125	-0.246	-0.137	
4.130	-0.125	-0.138	
4.135	0.050	-0.133	
4.140	-0.163	-0.115	
4.145	-0.180	-0.106	
4.150	0.038	-0.104	
4.155	-0.107	-0.094	
4.160	-0.195	-0.089	
4.165	0.001	-0.093	
4.170	-0.003	-0.086	
4.175	-0.186	-0.076	
4.180	-0.061	-0.077	
4.185	0.107	-0.073	
4.190	-0.153	-0.057	
4.195	-0.140	-0.055	
4.200	0.084	-0.059	
4.205	-0.098	-0.054	
4.210	-0.191	-0.055	
4.215	0.043	-0.066	
4.220	0.000	-0.064	
4.225	-0.203	-0.058	
4.230	-0.082	-0.067	
4.235	0.099	-0.072	
4.240	-0.134	-0.062	
4.245	-0.125	-0.059	
4.250	0.145	-0.058	
4.255	-0.049	-0.041	
4.260	-0.157	-0.030	
4.265	0.084	-0.032	
4.270	0.081	-0.023	
4.275	-0.131	-0.009	
4.280	0.017	-0.008	
4.285	0.149	-0.004	
4.290	-0.087	0.010	
4.295	-0.114	0.008	
4.300	0.072	-0.006	
4.305	-0.107	-0.015	
4.310	-0.203	-0.032	
4.315	0.021	-0.058	
4.320	0.023	-0.066	
4.325	-0.183	-0.063	
4.330	-0.056	-0.069	
4.335	0.149	-0.065	
4.340	-0.117	-0.046	
4.345	-0.110	-0.037	
4.350	0.174	-0.033	
4.355	-0.026	-0.016	
4.360	-0.163	-0.006	
4.365	0.082	-0.012	
4.370	0.096	-0.009	
4.375	-0.130	0.001	
4.380	-0.012	-0.002	
4.385	0.133	-0.004	
4.390	-0.117	0.001	
4.395	-0.105	-0.005	
4.400	0.128	-0.017	
4.405	-0.076	-0.016	
4.410	-0.183	-0.022	
4.415	0.040	-0.040	
4.420	0.047	-0.044	
4.425	-0.160	-0.039	
4.430	-0.043	-0.044	
4.435	0.160	-0.042	
4.440	-0.108	-0.026	
4.445	-0.107	-0.020	
4.450	0.149	-0.022	
4.455	-0.040	-0.012	
4.460	-0.156	-0.008	
4.465	0.078	-0.018	
4.470	0.056	-0.017	
4.475	-0.156	-0.011	
4.480	-0.005	-0.019	
4.485	0.183	-0.018	
4.490	-0.089	-0.002	
4.495	-0.070	0.004	
4.500	0.187	0.004	
4.505	-0.056	0.014	
4.510	-0.163	0.013	
4.515	0.119	-0.002	
4.520	0.084	-0.002	
4.525	-0.163	0.004	
4.530	-0.031	-0.006	
4.535	0.125	-0.015	
4.540	-0.143	-0.013	
4.545	-0.137	-0.023	
4.550	0.123	-0.038	
4.555	-0.058	-0.035	
4.560	-0.160	-0.035	
4.565	0.087	-0.042	
4.570	0.072	-0.033	
4.575	-0.146	-0.019	
4.580	0.001	-0.019	
4.585	0.166	-0.014	
4.590	-0.117	0.001	
4.595	-0.108	-0.000	
4.600	0.197	-0.007	
4.605	-0.006	0.004	
4.610	-0.136	0.011	
4.615	0.079	0.003	
4.620	0.084	0.003	
4.625	-0.157	0.007	
4.630	-0.015	-0.004	
4.635	0.165	-0.009	
4.640	-0.114	-0.001	
4.645	-0.095	-0.004	
4.650	0.177	-0.011	
4.655	-0.032	-0.002	
4.660	-0.142	0.002	
4.665	0.130	-0.005	
4.670	0.139	0.004	
4.675	-0.093	0.022	
4.680	0.068	0.028	
4.685	0.232	0.038	
4.690	-0.073	0.058	
4.695	-0.049	0.058	
4.700	0.232	0.050	
4.705	-0.027	0.055	
4.710	-0.160	0.048	
4.715	0.075	0.023	
4.720	0.033	0.008	
4.725	-0.194	-0.004	
4.730	-0.064	-0.028	
4.735	0.078	-0.046	
4.740	-0.178	-0.050	
4.745	-0.159	-0.063	
4.750	0.078	-0.077	
4.755	-0.104	-0.075	
4.760	-0.207	-0.075	
4.765	-0.015	-0.086	
4.770	-0.049	-0.089	
4.775	-0.233	-0.090	
4.780	-0.114	-0.103	
4.785	0.024	-0.110	
4.790	-0.105	-0.102	
4.795	0.049	-0.085	
4.800	0.486	-0.039	
4.805	0.433	0.058	
4.810	0.357	0.174	
4.815	0.663	0.282	
4.820	0.518	0.385	
4.825	0.061	0.446	
4.830	0.186	0.431	
