Vernier Format 2
ecg5.txt 10/19/2025 10:25:14
Run 1
Time	Potential	EKG	
0.480	0.107	-0.141	
0.485	0.755	-0.152	
0.490	-0.994	-0.101	
0.495	-0.578	-0.141	
0.500	1.255	-0.176	
0.505	-0.808	-0.108	
0.510	-0.994	-0.118	
0.515	1.058	-0.181	
0.520	-0.174	-0.135	
0.525	-0.994	-0.101	
0.530	0.157	-0.157	
0.535	0.741	-0.154	
0.540	-0.993	-0.094	
0.545	-0.517	-0.128	
0.550	1.575	-0.142	
0.555	-0.619	-0.030	
0.560	-0.889	0.005	
0.565	1.625	-0.014	
0.570	0.037	0.090	
0.575	-0.996	0.157	
0.580	0.404	0.089	
0.585	1.082	0.081	
0.590	-0.994	0.134	
0.595	-0.401	0.076	
0.600	1.681	0.027	
0.605	-0.563	0.109	
0.610	-0.869	0.115	
0.615	1.395	0.055	
0.620	0.111	0.109	
0.625	-0.994	0.144	
0.630	0.623	0.077	
0.635	1.224	0.098	
0.640	-0.924	0.189	
0.645	-0.325	0.155	
0.650	1.601	0.111	
0.655	-0.543	0.177	
0.660	-0.845	0.161	
0.665	1.376	0.084	
0.670	0.149	0.126	
0.675	-0.993	0.155	
0.680	0.570	0.082	
0.685	1.232	0.094	
0.690	-0.875	0.183	
0.695	-0.250	0.157	
0.700	1.854	0.138	
0.705	-0.366	0.245	
0.710	-0.669	0.274	
0.715	1.706	0.237	
0.720	0.526	0.326	
0.725	-0.843	0.398	
0.730	0.887	0.348	
0.735	1.486	0.370	
0.740	-0.733	0.457	
0.745	-0.153	0.409	
0.750	1.866	0.348	
0.755	-0.335	0.404	
0.760	-0.651	0.382	
0.765	1.620	0.300	
0.770	0.436	0.344	
0.775	-0.858	0.377	
0.780	0.800	0.302	
0.785	1.419	0.309	
0.790	-0.756	0.388	
0.795	-0.195	0.342	
0.800	1.758	0.285	
0.805	-0.389	0.339	
0.810	-0.723	0.315	
0.815	1.456	0.228	
0.820	0.332	0.259	
0.825	-0.898	0.283	
0.830	0.730	0.209	
0.835	1.387	0.224	
0.840	-0.753	0.317	
0.845	-0.198	0.289	
0.850	1.788	0.252	
0.855	-0.377	0.325	
0.860	-0.707	0.317	
0.865	1.492	0.240	
0.870	0.378	0.281	
0.875	-0.875	0.312	
0.880	0.710	0.240	
0.885	1.334	0.246	
0.890	-0.744	0.326	
0.895	-0.204	0.288	
0.900	1.671	0.240	
0.905	-0.393	0.299	
0.910	-0.704	0.281	
0.915	1.416	0.203	
0.920	0.308	0.239	
0.925	-0.890	0.265	
0.930	0.643	0.191	
0.935	1.241	0.195	
0.940	-0.778	0.269	
0.945	-0.249	0.230	
0.950	1.634	0.185	
0.955	-0.340	0.252	
0.960	-0.593	0.255	
0.965	1.816	0.223	
0.970	0.765	0.342	
0.975	-0.697	0.459	
0.980	0.918	0.445	
0.985	1.360	0.472	
0.990	-0.735	0.532	
0.995	-0.207	0.448	
1.000	1.552	0.343	
1.005	-0.438	0.342	
1.010	-0.712	0.276	
1.015	1.338	0.169	
1.020	0.174	0.184	
1.025	-0.898	0.193	
1.030	0.636	0.117	
1.035	1.148	0.128	
1.040	-0.808	0.208	
1.045	-0.194	0.178	
1.050	1.630	0.151	
1.055	-0.445	0.230	
1.060	-0.662	0.230	
1.065	1.509	0.176	
1.070	0.328	0.241	
1.075	-0.788	0.292	
1.080	0.951	0.249	
1.085	1.363	0.296	
1.090	-0.680	0.403	
1.095	-0.032	0.380	
1.100	1.805	0.347	
1.105	-0.360	0.416	
1.110	-0.573	0.396	
1.115	1.613	0.318	
1.120	0.312	0.358	
1.125	-0.803	0.378	
1.130	0.919	0.300	
1.135	1.223	0.311	
1.140	-0.779	0.378	
1.145	-0.143	0.319	
1.150	1.582	0.255	
1.155	-0.464	0.295	
1.160	-0.660	0.259	
1.165	1.407	0.177	
1.170	0.090	0.207	
1.175	-0.890	0.216	
1.180	0.727	0.136	
1.185	1.047	0.146	
1.190	-0.848	0.215	
1.195	-0.192	0.170	
1.200	1.514	0.130	
1.205	-0.529	0.193	
1.210	-0.691	0.177	
1.215	1.482	0.117	
1.220	0.128	0.177	
1.225	-0.864	0.214	
1.230	0.985	0.164	
1.235	1.363	0.223	
1.240	-0.710	0.349	
1.245	0.014	0.345	
1.250	1.907	0.336	
1.255	-0.339	0.430	
1.260	-0.477	0.432	
1.265	1.974	0.384	
1.270	0.555	0.476	
1.275	-0.707	0.543	
1.280	1.293	0.495	
1.285	1.520	0.537	
1.290	-0.707	0.626	
1.295	0.052	0.561	
1.300	1.896	0.486	
1.305	-0.447	0.516	
1.310	-0.617	0.453	
1.315	1.674	0.338	
1.320	0.050	0.348	
1.325	-0.967	0.325	
1.330	0.872	0.208	
1.335	1.041	0.195	
1.340	-0.991	0.244	
1.345	-0.296	0.166	
1.350	1.428	0.090	
1.355	-0.773	0.118	
1.360	-0.919	0.062	
1.365	1.360	-0.034	
1.370	-0.119	0.002	
1.375	-0.994	0.026	
1.380	0.735	-0.031	
1.385	0.867	0.009	
1.390	-0.994	0.095	
1.395	-0.407	0.049	
1.400	1.300	-0.006	
1.405	-0.822	0.032	
1.410	-0.907	-0.014	
1.415	1.425	-0.089	
1.420	-0.104	-0.025	
1.425	-0.993	0.022	
1.430	0.802	-0.019	
1.435	1.046	0.041	
1.440	-0.989	0.151	
1.445	-0.207	0.124	
1.450	1.604	0.098	
1.455	-0.645	0.175	
1.460	-0.778	0.159	
1.465	1.498	0.090	
1.470	-0.047	0.139	
1.475	-0.993	0.157	
1.480	0.751	0.078	
1.485	0.948	0.091	
1.490	-0.950	0.160	
1.495	-0.201	0.111	
1.500	1.514	0.074	
1.505	-0.572	0.146	
1.510	-0.666	0.141	
1.515	1.564	0.097	
1.520	0.152	0.178	
1.525	-0.831	0.233	
1.530	1.043	0.195	
1.535	1.314	0.259	
1.540	-0.691	0.380	
1.545	0.108	0.372	
1.550	1.840	0.362	
1.555	-0.392	0.447	
1.560	-0.517	0.431	
1.565	1.678	0.355	
1.570	0.160	0.391	
1.575	-0.820	0.391	
1.580	0.954	0.294	
1.585	1.059	0.292	
1.590	-0.848	0.339	
1.595	-0.104	0.266	
1.600	1.492	0.201	
1.605	-0.607	0.237	
1.610	-0.680	0.192	
1.615	1.439	0.111	
1.620	-0.095	0.147	
1.625	-0.968	0.151	
1.630	0.745	0.066	
1.635	0.835	0.074	
1.640	-0.964	0.132	
1.645	-0.194	0.076	
1.650	1.415	0.038	
1.655	-0.668	0.103	
1.660	-0.759	0.084	
1.665	1.323	0.020	
1.670	-0.122	0.066	
1.675	-0.993	0.080	
1.680	0.602	0.003	
1.685	0.750	0.009	
1.690	-0.989	0.062	
1.695	-0.258	0.007	
1.700	1.854	-0.004	
1.705	-0.448	0.129	
1.710	-0.852	0.176	
1.715	1.399	0.131	
1.720	0.203	0.185	
1.725	-0.994	0.214	
1.730	0.480	0.129	
1.735	1.277	0.121	
1.740	-0.986	0.189	
1.745	-0.445	0.135	
1.750	1.645	0.073	
1.755	-0.604	0.132	
1.760	-0.994	0.111	
1.765	1.357	0.024	
1.770	0.271	0.068	
1.775	-0.994	0.119	
1.780	0.803	0.080	
1.785	1.710	0.153	
1.790	-0.900	0.314	
1.795	-0.392	0.313	
1.800	1.855	0.263	
1.805	-0.561	0.317	
1.810	-0.993	0.273	
1.815	1.543	0.155	
1.820	0.355	0.181	
1.825	-0.993	0.219	
1.830	0.683	0.153	
1.835	1.630	0.185	
1.840	-0.936	0.305	
1.845	-0.306	0.283	
1.850	2.210	0.250	
1.855	-0.412	0.359	
1.860	-0.851	0.371	
1.865	2.092	0.307	
1.870	0.764	0.408	
1.875	-0.994	0.504	
1.880	1.027	0.449	
1.885	2.049	0.482	
1.890	-0.957	0.602	
1.895	-0.300	0.542	
1.900	2.683	0.465	
1.905	-0.396	0.556	
1.910	-0.993	0.540	
1.915	2.212	0.424	
1.920	0.898	0.489	
1.925	-0.994	0.570	
1.930	1.049	0.502	
1.935	2.252	0.531	
1.940	-0.988	0.658	
1.945	-0.381	0.594	
1.950	2.678	0.496	
1.955	-0.471	0.564	
1.960	-0.994	0.527	
1.965	2.186	0.400	
1.970	0.759	0.454	
1.975	-0.994	0.522	
1.980	0.863	0.442	
1.985	2.114	0.453	
1.990	-0.993	0.563	
1.995	-0.529	0.495	
2.000	2.537	0.393	
2.005	-0.724	0.446	
2.010	-0.994	0.395	
2.015	1.832	0.256	
2.020	0.262	0.276	
2.025	-0.994	0.297	
2.030	0.314	0.188	
2.035	1.697	0.161	
2.040	-0.994	0.243	
2.045	-0.925	0.183	
2.050	2.020	0.081	
2.055	-0.956	0.116	
2.060	-0.996	0.070	
2.065	1.817	-0.017	
2.070	0.425	0.085	
2.075	-0.996	0.196	
2.080	0.963	0.187	
2.085	3.108	0.334	
2.090	1.090	0.727	
2.095	-0.156	1.022	
2.100	-0.203	1.006	
2.105	-0.502	0.763	
2.110	-0.817	0.409	
2.115	-0.589	0.034	
2.120	-0.521	-0.273	
2.125	-0.791	-0.485	
2.130	-0.651	-0.627	
2.135	-0.386	-0.696	
2.140	-0.593	-0.694	
2.145	-0.634	-0.667	
2.150	-0.293	-0.630	
2.155	-0.380	-0.569	
2.160	-0.602	-0.511	
2.165	-0.326	-0.476	
2.170	-0.168	-0.436	
2.175	-0.390	-0.385	
2.180	-0.159	-0.340	
2.185	0.383	-0.270	
2.190	-0.064	-0.161	
2.195	-0.212	-0.075	
2.200	0.165	-0.034	
2.205	-0.056	-0.005	
2.210	-0.326	-0.002	
2.215	-0.020	-0.034	
2.220	0.187	-0.052	
2.225	-0.226	-0.045	
2.230	-0.098	-0.050	
2.235	0.383	-0.045	
2.240	-0.046	-0.006	
2.245	-0.139	0.022	
2.250	0.425	0.036	
2.255	0.308	0.083	
2.260	-0.110	0.134	
2.265	0.334	0.154	
2.270	0.547	0.186	
2.275	-0.032	0.232	
2.280	0.157	0.241	
2.285	0.691	0.246	
2.290	0.192	0.283	
2.295	-0.002	0.298	
2.300	0.619	0.288	
2.305	0.491	0.310	
2.310	0.009	0.337	
2.315	0.492	0.335	
2.320	0.689	0.349	
2.325	0.062	0.381	
2.330	0.241	0.375	
2.335	0.744	0.362	
2.340	0.247	0.380	
2.345	0.038	0.378	
2.350	0.640	0.351	
2.355	0.450	0.355	
2.360	-0.047	0.360	
2.365	0.399	0.331	
2.370	0.573	0.317	
2.375	-0.053	0.320	
2.380	0.061	0.287	
2.385	0.546	0.246	
2.390	0.037	0.235	
2.395	-0.119	0.210	
2.400	0.386	0.167	
2.405	0.201	0.154	
2.410	-0.198	0.147	
2.415	0.168	0.115	
2.420	0.357	0.101	
2.425	-0.169	0.108	
2.430	-0.076	0.089	
2.435	0.351	0.064	
2.440	-0.105	0.065	
2.445	-0.197	0.050	
2.450	0.436	0.031	
2.455	0.344	0.063	
2.460	-0.064	0.116	
2.465	0.556	0.156	
2.470	0.782	0.232	
2.475	0.075	0.327	
2.480	0.264	0.369	
2.485	0.718	0.382	
2.490	0.038	0.399	
2.495	-0.178	0.361	
2.500	0.250	0.273	
2.505	-0.052	0.192	
2.510	-0.370	0.106	
2.515	-0.102	0.003	
2.520	0.015	-0.074	
2.525	-0.351	-0.118	
2.530	-0.235	-0.160	
2.535	0.088	-0.185	
2.540	-0.223	-0.176	
2.545	-0.319	-0.170	
2.550	0.079	-0.172	
2.555	-0.023	-0.150	
2.560	-0.305	-0.124	
2.565	-0.043	-0.119	
2.570	0.178	-0.105	
2.575	-0.223	-0.074	
2.580	-0.104	-0.062	
2.585	0.479	-0.043	
2.590	0.181	0.022	
2.595	0.064	0.092	
2.600	0.631	0.153	
2.605	0.383	0.233	
2.610	-0.166	0.286	
2.615	0.064	0.265	
2.620	0.210	0.214	
2.625	-0.232	0.161	
2.630	-0.153	0.086	
2.635	0.262	0.021	
2.640	-0.108	-0.003	
2.645	-0.239	-0.023	
2.650	0.186	-0.047	
2.655	0.105	-0.039	
2.660	-0.210	-0.020	
2.665	0.059	-0.018	
2.670	0.291	-0.005	
2.675	-0.168	0.024	
2.680	-0.101	0.028	
2.685	0.349	0.023	
2.690	-0.044	0.042	
2.695	-0.178	0.048	
2.700	0.294	0.036	
2.705	0.206	0.053	
2.710	-0.169	0.076	
2.715	0.134	0.073	
2.720	0.404	0.082	
2.725	-0.092	0.110	
2.730	-0.011	0.113	
2.735	0.489	0.111	
2.740	0.055	0.137	
2.745	-0.117	0.147	
2.750	0.398	0.134	
2.755	0.302	0.149	
2.760	-0.140	0.168	
2.765	0.171	0.155	
2.770	0.433	0.150	
2.775	-0.098	0.163	
2.780	-0.063	0.147	
2.785	0.381	0.120	
2.790	-0.041	0.114	
2.795	-0.198	0.095	
2.800	0.226	0.059	
2.805	0.123	0.047	
2.810	-0.230	0.044	
2.815	0.024	0.020	
2.820	0.270	0.008	
2.825	-0.182	0.019	
2.830	-0.130	0.010	
2.835	0.305	-0.002	
2.840	-0.058	0.012	
2.845	-0.212	0.015	
2.850	0.209	0.002	
2.855	0.128	0.010	
2.860	-0.220	0.024	
2.865	0.044	0.014	
2.870	0.337	0.016	
2.875	-0.139	0.040	
2.880	-0.089	0.044	
2.885	0.378	0.040	
2.890	-0.024	0.061	
2.895	-0.201	0.066	
2.900	0.219	0.046	
2.905	0.119	0.045	
2.910	-0.233	0.046	
2.915	0.008	0.022	
2.920	0.258	0.009	
2.925	-0.192	0.015	
2.930	-0.160	0.003	
2.935	0.235	-0.017	
2.940	-0.117	-0.015	
2.945	-0.288	-0.024	
2.950	0.047	-0.054	
2.955	-0.009	-0.068	
2.960	-0.302	-0.075	
2.965	-0.064	-0.096	
2.970	0.183	-0.100	
2.975	-0.224	-0.080	
2.980	-0.192	-0.076	
2.985	0.175	-0.081	
2.990	-0.110	-0.065	
2.995	-0.212	-0.058	
3.000	0.325	-0.053	
3.005	0.419	-0.001	
3.010	-0.035	0.076	
3.015	0.218	0.127	
3.020	0.375	0.164	
3.025	-0.163	0.189	
3.030	-0.180	0.160	
3.035	0.161	0.100	
3.040	-0.128	0.053	
3.045	-0.277	0.002	
3.050	0.079	-0.051	
3.055	0.044	-0.071	
3.060	-0.253	-0.072	
3.065	-0.006	-0.080	
3.070	0.271	-0.070	
3.075	-0.168	-0.034	
3.080	-0.140	-0.020	
3.085	0.294	-0.017	
3.090	-0.038	0.007	
3.095	-0.200	0.018	
3.100	0.229	0.011	
3.105	0.192	0.026	
3.110	-0.204	0.047	
3.115	0.029	0.040	
3.120	0.332	0.038	
3.125	-0.113	0.057	
3.130	-0.082	0.057	
3.135	0.376	0.051	
3.140	0.023	0.070	
3.145	-0.154	0.079	
3.150	0.288	0.069	
3.155	0.250	0.083	
3.160	-0.160	0.103	
3.165	0.120	0.096	
3.170	0.404	0.097	
3.175	-0.082	0.119	
3.180	-0.081	0.115	
3.185	0.383	0.098	
3.190	0.029	0.105	
3.195	-0.169	0.101	
3.200	0.233	0.077	
3.205	0.192	0.074	
3.210	-0.192	0.078	
3.215	0.027	0.058	
3.220	0.337	0.047	
3.225	-0.146	0.058	
3.230	-0.136	0.049	
3.235	0.308	0.030	
3.240	-0.017	0.037	
3.245	-0.189	0.037	
3.250	0.189	0.021	
3.255	0.190	0.027	
3.260	-0.192	0.042	
3.265	0.026	0.034	
3.270	0.328	0.032	
3.275	-0.124	0.051	
3.280	-0.119	0.049	
3.285	0.320	0.038	
3.290	0.012	0.049	
3.295	-0.197	0.053	
3.300	0.218	0.037	
3.305	0.218	0.044	
3.310	-0.163	0.062	
3.315	0.049	0.056	
3.320	0.332	0.055	
3.325	-0.137	0.071	
3.330	-0.146	0.062	
3.335	0.253	0.038	
3.340	-0.081	0.032	
3.345	-0.267	0.015	
3.350	0.058	-0.022	
3.355	0.067	-0.040	
3.360	-0.268	-0.045	
3.365	-0.079	-0.064	
3.370	0.195	-0.073	
3.375	-0.194	-0.058	
3.380	-0.194	-0.058	
3.385	0.223	-0.064	
3.390	-0.085	-0.047	
3.395	-0.271	-0.040	
3.400	0.101	-0.054	
3.405	0.172	-0.046	
3.410	-0.153	-0.020	
3.415	0.189	-0.001	
3.420	0.584	0.046	
3.425	-0.020	0.122	
3.430	-0.090	0.158	
3.435	0.279	0.150	
3.440	-0.084	0.136	
3.445	-0.294	0.096	
3.450	0.015	0.028	
3.455	0.055	-0.020	
3.460	-0.261	-0.046	
3.465	-0.066	-0.075	
3.470	0.256	-0.082	
3.475	-0.159	-0.057	
3.480	-0.151	-0.044	
3.485	0.268	-0.038	
3.490	-0.029	-0.012	
3.495	-0.226	0.003	
3.500	0.149	-0.006	
3.505	0.187	0.003	
3.510	-0.204	0.021	
3.515	0.008	0.017	
3.520	0.329	0.018	
3.525	-0.130	0.040	
3.530	-0.136	0.040	
3.535	0.322	0.029	
3.540	0.011	0.042	
3.545	-0.188	0.048	
3.550	0.245	0.037	
3.555	0.290	0.052	
3.560	-0.151	0.080	
3.565	0.085	0.083	
3.570	0.415	0.089	
3.575	-0.070	0.115	
3.580	-0.073	0.115	
3.585	0.384	0.102	
3.590	0.052	0.111	
3.595	-0.174	0.110	
3.600	0.227	0.085	
3.605	0.258	0.083	
3.610	-0.177	0.092	
3.615	0.040	0.077	
3.620	0.363	0.068	
3.625	-0.113	0.081	
3.630	-0.149	0.072	
3.635	0.267	0.047	
3.640	-0.031	0.043	
3.645	-0.230	0.032	
3.650	0.120	0.003	
3.655	0.160	-0.004	
3.660	-0.210	0.004	
3.665	0.000	-0.005	
3.670	0.306	-0.004	
3.675	-0.125	0.020	
3.680	-0.120	0.025	
3.685	0.340	0.022	
3.690	0.035	0.043	
3.695	-0.207	0.055	
3.700	0.197	0.043	
3.705	0.244	0.048	
3.710	-0.185	0.065	
3.715	0.004	0.056	
3.720	0.306	0.047	
3.725	-0.127	0.057	
3.730	-0.139	0.047	
3.735	0.305	0.029	
3.740	-0.012	0.036	
3.745	-0.230	0.035	
3.750	0.111	0.011	
3.755	0.142	0.004	
3.760	-0.226	0.007	
3.765	-0.067	-0.010	
3.770	0.210	-0.023	
3.775	-0.169	-0.017	
3.780	-0.180	-0.025	
3.785	0.250	-0.037	
3.790	-0.021	-0.023	
3.795	-0.236	-0.013	
3.800	0.102	-0.023	
3.805	0.130	-0.020	
3.810	-0.239	-0.009	
3.815	-0.055	-0.021	
3.820	0.348	-0.023	
3.825	-0.035	0.009	
3.830	0.049	0.037	
3.835	0.604	0.075	
3.840	0.189	0.147	
3.845	-0.174	0.192	
3.850	0.116	0.177	
3.855	0.068	0.143	
3.860	-0.276	0.098	
3.865	-0.093	0.032	
3.870	0.242	-0.017	
3.875	-0.154	-0.027	
3.880	-0.168	-0.037	
3.885	0.248	-0.047	
3.890	-0.015	-0.028	
3.895	-0.221	-0.014	
3.900	0.165	-0.018	
3.905	0.229	-0.001	
3.910	-0.157	0.029	
3.915	0.027	0.036	
3.920	0.384	0.045	
3.925	-0.098	0.074	
3.930	-0.124	0.077	
3.935	0.341	0.065	
3.940	0.082	0.076	
3.945	-0.185	0.082	
3.950	0.233	0.068	
3.955	0.305	0.075	
3.960	-0.127	0.098	
3.965	0.097	0.098	
3.970	0.485	0.105	
3.975	-0.026	0.138	
3.980	-0.072	0.145	
3.985	0.413	0.133	
3.990	0.133	0.143	
3.995	-0.145	0.147	
4.000	0.267	0.126	
4.005	0.325	0.126	
4.010	-0.149	0.138	
4.015	0.001	0.119	
4.020	0.349	0.098	
4.025	-0.098	0.097	
4.030	-0.133	0.079	
4.035	0.250	0.051	
4.040	-0.011	0.044	
4.045	-0.226	0.033	
4.050	0.111	0.005	
4.055	0.160	-0.003	
4.060	-0.220	0.004	
4.065	-0.064	-0.009	
4.070	0.247	-0.019	
4.075	-0.146	-0.007	
4.080	-0.172	-0.010	
4.085	0.250	-0.021	
4.090	0.000	-0.007	
4.095	-0.215	0.003	
4.100	0.111	-0.008	
4.105	0.175	-0.003	
4.110	-0.192	0.012	
4.115	-0.026	0.007	
4.120	0.291	0.005	
4.125	-0.125	0.023	
4.130	-0.166	0.022	
4.135	0.224	0.007	
4.140	-0.049	0.009	
4.145	-0.265	0.001	
4.150	0.050	-0.027	
4.155	0.114	-0.038	
4.160	-0.241	-0.035	
4.165	-0.117	-0.049	
4.170	0.160	-0.062	
4.175	-0.198	-0.056	
4.180	-0.235	-0.065	
4.185	0.113	-0.083	
4.190	-0.089	-0.081	
4.195	-0.290	-0.081	
4.200	0.000	-0.097	
4.205	0.067	-0.098	
4.210	-0.261	-0.086	
4.215	-0.120	-0.090	
4.220	0.177	-0.091	
4.225	-0.165	-0.071	
4.230	-0.134	-0.062	
4.235	0.434	-0.046	
4.240	0.300	0.018	
4.245	-0.027	0.093	
4.250	0.366	0.141	
4.255	0.303	0.185	
4.260	-0.212	0.207	
4.265	-0.102	0.170	
4.270	0.163	0.108	
4.275	-0.195	0.060	
4.280	-0.229	0.003	
4.285	0.114	-0.050	
4.290	-0.076	-0.070	
4.295	-0.273	-0.082	
4.300	0.040	-0.099	
4.305	0.125	-0.093	
4.310	-0.224	-0.069	
4.315	-0.064	-0.063	
4.320	0.255	-0.053	
4.325	-0.143	-0.024	
4.330	-0.174	-0.015	
4.335	0.248	-0.019	
4.340	0.024	-0.001	
4.345	-0.203	0.012	
4.350	0.165	0.006	
4.355	0.255	0.020	
4.360	-0.165	0.046	
4.365	0.003	0.048	
4.370	0.393	0.050	
4.375	-0.063	0.076	
4.380	-0.104	0.082	
4.385	0.384	0.075	
4.390	0.122	0.094	
4.395	-0.157	0.108	
4.400	0.265	0.098	
4.405	0.314	0.107	
4.410	-0.143	0.126	
4.415	0.024	0.115	
4.420	0.360	0.100	
4.425	-0.104	0.104	
4.430	-0.171	0.086	
4.435	0.236	0.051	
4.440	-0.011	0.038	
4.445	-0.247	0.023	
4.450	0.059	-0.009	
4.455	0.142	-0.022	
4.460	-0.227	-0.020	
4.465	-0.096	-0.034	
4.470	0.244	-0.042	
4.475	-0.140	-0.027	
4.480	-0.188	-0.025	
4.485	0.190	-0.034	
4.490	-0.041	-0.026	
4.495	-0.242	-0.023	
4.500	0.088	-0.037	
4.505	0.198	-0.032	
4.510	-0.192	-0.009	
4.515	-0.041	-0.007	
4.520	0.322	-0.003	
4.525	-0.110	0.023	
4.530	-0.165	0.028	
4.535	0.271	0.018	
4.540	0.032	0.028	
4.545	-0.212	0.034	
4.550	0.117	0.018	
4.555	0.197	0.017	
4.560	-0.218	0.027	
4.565	-0.102	0.011	
4.570	0.210	-0.009	
4.575	-0.165	-0.010	
4.580	-0.227	-0.024	
4.585	0.131	-0.050	
4.590	-0.076	-0.055	
4.595	-0.284	-0.061	
4.600	0.011	-0.082	
4.605	0.107	-0.085	
4.610	-0.246	-0.071	
4.615	-0.105	-0.074	
4.620	0.210	-0.073	
4.625	-0.157	-0.052	
4.630	-0.221	-0.047	
4.635	0.139	-0.057	
4.640	-0.050	-0.051	
4.645	-0.247	-0.049	
4.650	0.187	-0.055	
4.655	0.459	-0.021	
4.660	0.043	0.053	
4.665	0.309	0.119	
4.670	0.614	0.188	
4.675	-0.035	0.257	
4.680	-0.160	0.261	
4.685	0.172	0.206	
4.690	-0.044	0.148	
4.695	-0.268	0.083	
4.700	0.032	0.011	
4.705	0.142	-0.030	
4.710	-0.230	-0.040	
4.715	-0.102	-0.057	
4.720	0.223	-0.065	
4.725	-0.136	-0.047	
4.730	-0.177	-0.040	
4.735	0.244	-0.041	
4.740	-0.002	-0.019	
4.745	-0.230	-0.005	
4.750	0.116	-0.012	
4.755	0.251	-0.002	
4.760	-0.169	0.024	
4.765	-0.023	0.027	
4.770	0.360	0.030	
4.775	-0.070	0.055	
4.780	-0.130	0.062	
4.785	0.341	0.054	
4.790	0.136	0.072	
4.795	-0.148	0.089	
4.800	0.274	0.086	
4.805	0.387	0.105	
4.810	-0.101	0.139	
4.815	0.059	0.141	
4.820	0.448	0.138	
4.825	0.001	0.155	
4.830	-0.095	0.151	
4.835	0.349	0.129	
4.840	0.113	0.127	
4.845	-0.197	0.120	
4.850	0.139	0.088	
4.855	0.236	0.071	
4.860	-0.185	0.069	
4.865	-0.066	0.046	
4.870	0.290	0.025	
4.875	-0.114	0.029	
4.880	-0.191	0.019	
4.885	0.207	-0.002	
4.890	-0.006	-0.003	
4.895	-0.252	-0.005	
4.900	0.047	-0.026	
4.905	0.151	-0.032	
4.910	-0.217	-0.023	
4.915	-0.075	-0.031	
4.920	0.256	-0.034	
4.925	-0.120	-0.015	
4.930	-0.169	-0.010	
4.935	0.279	-0.014	
4.940	0.081	0.009	
4.945	-0.210	0.028	
4.950	0.123	0.023	
4.955	0.255	0.030	
4.960	-0.159	0.049	
4.965	-0.034	0.045	
4.970	0.352	0.041	
4.975	-0.090	0.058	
4.980	-0.174	0.056	
4.985	0.207	0.033	
4.990	-0.005	0.027	
4.995	-0.247	0.017	
5.000	0.050	-0.012	
5.005	0.158	-0.023	
5.010	-0.241	-0.019	
5.015	-0.130	-0.034	
5.020	0.184	-0.050	
5.025	-0.163	-0.045	
